,Rank,NameCountry/Region,No. of FTE Students,No. of students per staff,International Students,Female:Male Ratio
1779,1501+,Universitas AndalasIndonesia,32537,21.6,0%,55 : 45
1780,1501+,Universiti Malaysia Sabah (UMS)Malaysia,17068,19.0,4%,67 : 33
1781,1501+,Uşak UniversityTurkey,20902,38.1,11%,47 : 53
1782,1501+,Utsunomiya UniversityJapan,4829,14.1,4%,37 : 63
1783,1501+,University of ValparaísoChile,16371,18.3,2%,58 : 42
1784,1501+,Van Yüzüncü Yil UniversityTurkey,20523,17.0,3%,44 : 56
1785,1501+,Vietnam National University (Ho Chi Minh City)Vietnam,75704,21.7,1%,46 : 54
1786,1501+,V.I. Vernadsky Crimean Federal University (Vernadsky CFU)Ukraine,21501,11.2,8%,58 : 42
1787,1501+,Voronezh State UniversityRussian Federation,15534,11.7,16%,57 : 43
1788,1501+,VSB - Technical University of OstravaCzech RepublicExplore,11087,14.4,10%,33 : 67
1789,1501+,Walailak UniversityThailand,8553,13.3,1%,73 : 27
1790,1501+,University of Warmia and Mazury in OlsztynPoland,17690,17.7,2%,59 : 41
1791,1501+,University of West AtticaGreece,34530,33.6,0%,49 : 51
1792,1501+,West University of TimişoaraRomania,14527,24.6,6%,66 : 34
1793,1501+,Wrocław University of Science and TechnologyPoland,23657,20.3,6%,35 : 65
1794,1501+,Yamaguchi UniversityJapan,10724,11.1,7%,38 : 62
1795,1501+,Yanshan UniversityChina,38649,13.2,1%,39 : 61
1796,1501+,Yeditepe UniversityTurkey,17038,28.2,5%,55 : 45
1797,1501+,Yuri Gagarin State Technical University of Saratov (SSTU)Russian Federation,28280,34.1,1%,42 : 58
1798,1501+,Zonguldak Bülent Ecevit UniversityTurkey,28319,25.4,8%,47 : 53
1799,Reporter,University Abdelhamid Ibn Badis MostaganemAlgeria,24493,19.3,1%,67 : 33
1800,Reporter,Abdullah Gül UniversityTurkey,2509,20.1,9%,43 : 57
1801,Reporter,Abertay UniversityUnited Kingdom,4008,21.9,22%,48 : 52
1802,Reporter,"Adamawa State University, MubiNigeria",17840,70.0,0%,35 : 65
1803,Reporter,AECC University CollegeUnited Kingdom,617,15.8,43%,47 : 53
1804,Reporter,Aga Khan UniversityPakistan,1356,2.3,1%,65 : 35
1805,Reporter,Ahl Al Bayt UniversityIraq,2879,14.3,1%,51 : 49
1806,Reporter,Aichi Prefectural UniversityJapan,3302,15.2,1%,72 : 28
1807,Reporter,Air UniversityPakistan,6404,15.2,0%,32 : 68
1808,Reporter,Ajeenkya DY Patil UniversityIndia,2793,16.4,0%,24 : 76
1809,Reporter,AKFA UniversityUzbekistan,317,22.6,5%,51 : 49
1810,Reporter,Akita Prefectural UniversityJapan,1826,8.5,1%,26 : 74
1811,Reporter,Akwa Ibom State UniversityNigeria,10026,20.7,0%,42 : 58
1812,Reporter,Al-Ayen UniversityIraq,11000,51.2,0%,66 : 34
1813,Reporter,Alex Ekwueme Federal University Ndufu-AlikeNigeria,12962,16.8,0%,52 : 48
1814,Reporter,Al-Farabi University CollegeIraq,4309,16.0,0%,36 : 64
1815,Reporter,Al-Farahidi UniversityIraq,17080,65.9,0%,47 : 53
1816,Reporter,University of Al-HamdaniyaIraq,2302,26.5,0%,32 : 68
1817,Reporter,Alisher Navo’i Tashkent State University of Uzbek Language and LiteratureUzbekistan,3614,12.9,6%,82 : 18
1818,Reporter,Al-Kitab UniversityIraq,7206,16.9,0%,32 : 68
1819,Reporter,Al-Maarif University CollegeIraq,6000,17.6,1%,60 : 40
1820,Reporter,Al-Manara College for Medical SciencesIraq,4538,30.9,0%,47 : 53
1821,Reporter,Almazov National Medical Research CentreRussian Federation,1188,5.0,2%,70 : 30
1822,Reporter,Al-Mustaqbal University CollegeIraq,9698,20.8,0%,41 : 59
1823,Reporter,Al-Muthanna UniversityIraq,15591,23.1,0%,55 : 45
1824,Reporter,Al-Nahrain UniversityIraq,5716,6.2,0%,49 : 51
1825,Reporter,Al-Noor University CollegeIraq,6454,40.6,0%,62 : 38
1826,Reporter,Al-Quds UniversityPalestine,12170,12.3,6%,62 : 38
1827,Reporter,Altınbaş UniversityTurkey,8204,13.7,47%,41 : 59
1828,Reporter,American International University – BangladeshBangladesh,10738,26.6,0%,24 : 76
1829,Reporter,American University of MadabaJordan,1685,17.9,26%,47 : 53
1830,Reporter,American University of NigeriaNigeria,1100,10.1,2%,49 : 51
1831,Reporter,American University of Ras Al KhaimahUnited Arab Emirates,784,8.1,63%,50 : 50
1832,Reporter,"Amity University, GurugramIndia",5695,14.8,2%,40 : 60
1833,Reporter,"Amity University, GwaliorIndia",2160,12.6,0%,43 : 57
1834,Reporter,"Amity University, JaipurIndia",2971,12.5,0%,33 : 67
1835,Reporter,"Amity University, MumbaiIndia",4358,22.7,0%,48 : 52
1836,Reporter,Andijan State Medical InstituteUzbekistan,6831,9.5,5%,47 : 53
1837,Reporter,Andrés Bello Catholic University (UCAB)Venezuela,10857,17.8,1%,50 : 50
1838,Reporter,Anglo-American UniversityCzech Republic,620,12.7,80%,40 : 60
1839,Reporter,Ankara Science UniversityTurkey,393,9.6,19%,62 : 38
1840,Reporter,Arab American UniversityPalestine,12070,31.1,44%,58 : 42
1841,Reporter,Arab Open University – KuwaitKuwait,9139,103.9,64%,57 : 43
1842,Reporter,Arab Open University LebanonLebanon,1754,13.3,14%,47 : 53
1843,Reporter,Arts University BournemouthUnited Kingdom,3308,14.1,21%,69 : 31
1844,Reporter,University of the Arts LondonUnited Kingdom,17931,12.8,60%,76 : 24
1845,Reporter,Arts University PlymouthUnited Kingdom,1213,11.9,9%,72 : 28
1846,Reporter,Asahi UniversityJapan,2607,8.7,5%,33 : 67
1847,Reporter,Ashikaga UniversityJapan,1572,19.9,15%,25 : 75
1848,Reporter,Ashur University CollegeIraq,1059,8.1,0%,59 : 41
1849,Reporter,AudenciaFrance,5838,38.7,31%,52 : 48
1850,Reporter,Augustine UniversityNigeria,238,3.7,0%,40 : 60
1851,Reporter,Azerbaijan University of Architecture and ConstructionAzerbaijan,9846,18.9,3%,22 : 78
1852,Reporter,Azerbaijan State University of EconomicsAzerbaijan,17328,11.8,2%,51 : 49
1853,Reporter,Babcock UniversityNigeria,12340,18.8,0%,53 : 47
1854,Reporter,Badr University in Cairo (BUC)Egypt,14021,20.7,2%,55 : 45
1855,Reporter,Bakrie UniversityIndonesia,3219,33.9,0%,57 : 43
1856,Reporter,"Balochistan University of Engineering and Technology, KhuzdarPakistan",2990,15.0,%,7 : 93
1857,Reporter,"Bamidele Olumilua University of Education, Science and Technology, Ikere-IkitiNigeria",4329,14.9,0%,60 : 40
1858,Reporter,Bandirma Onyedi Eylül UniversityTurkey,15473,47.0,7%,45 : 55
1859,Reporter,Bangabandhu Sheikh Mujibur Rahman Agricultural UniversityBangladesh,1760,8.4,3%,53 : 47
1860,Reporter,Barawa International UniversitySomalia,13200,35.3,3%,33 : 67
1861,Reporter,Bartin UniversityTurkey,10317,23.7,9%,44 : 56
1862,Reporter,Bashkir State Medical UniversityRussian Federation,8118,9.7,23%,69 : 31
1863,Reporter,Basrah University College of Science and TechnologyIraq,2115,21.2,0%,46 : 54
1864,Reporter,Bath Spa UniversityUnited Kingdom,6553,17.7,11%,68 : 32
1865,Reporter,University of Batna 1Algeria,32179,28.1,0%,64 : 36
1866,Reporter,Baze UniversityNigeria,1790,5.2,0%,50 : 50
1867,Reporter,Belarusian State University of Informatics and RadioelectronicsBelarus,14082,16.2,4%,20 : 80
1868,Reporter,Bells University of TechnologyNigeria,1765,7.5,0%,27 : 73
1869,Reporter,University of BenghaziLibya,76419,16.3,2%,58 : 42
1870,Reporter,Benson Idahosa UniversityNigeria,3859,16.6,0%,50 : 50
1871,Reporter,Bernardo O’Higgins UniversityChile,7554,18.1,4%,66 : 34
1872,Reporter,Beykent UniversityTurkey,22103,25.4,4%,47 : 53
1873,Reporter,Bilecik Şeyh Edebali UniversityTurkey,10434,18.2,8%,42 : 58
1874,Reporter,Biruni UniversityTurkey,5111,16.9,7%,72 : 28
1875,Reporter,Birzeit UniversityPalestine,11486,17.5,5%,63 : 37
1876,Reporter,University of BishaSaudi Arabia,13919,11.8,1%,66 : 34
1877,Reporter,Bishop Grosseteste UniversityUnited Kingdom,2009,20.8,4%,79 : 21
1878,Reporter,University of Bogotá Jorge Tadeo LozanoColombia,7704,18.6,1%,55 : 45
1879,Reporter,University of BoltonUnited Kingdom,5400,14.7,33%,61 : 39
1880,Reporter,Botswana International University of Science and Technology (BIUST)Botswana,2006,11.4,1%,22 : 78
1881,Reporter,Bowen UniversityNigeria,4161,12.0,0%,58 : 42
1882,Reporter,Buckinghamshire New UniversityUnited Kingdom,5289,17.4,32%,60 : 40
1883,Reporter,Buriram Rajabhat UniversityThailand,11197,26.2,0%,53 : 47
1884,Reporter,Canadian International College (CIC) – CairoEgypt,9494,39.4,2%,32 : 68
1885,Reporter,Catholic University in ErbilIraq,152,3.6,0%,58 : 42
1886,Reporter,Universidad Católica de ColombiaColombia,10671,27.2,0%,50 : 50
1887,Reporter,Universidad Católica de CuencaEcuador,16046,20.6,2%,57 : 43
1888,Reporter,Universidad Católica San PabloPeru,8793,32.5,0%,53 : 47
1889,Reporter,Cebu Technological UniversityPhilippines,39726,33.3,0%,50 : 50
1890,Reporter,CECOS University of IT and Emerging SciencesPakistan,2405,13.0,0%,11 : 89
1891,Reporter,University of CelayaMexico,1993,14.0,2%,50 : 50
1892,Reporter,Central European UniversityAustria,1276,7.6,83%,55 : 45
1893,Reporter,University of Central PunjabPakistan,16948,32.8,0%,36 : 64
1894,Reporter,Centro Universitário de JaguariúnaBrazil,9839,25.8,0%,58 : 42
1895,Reporter,Centro Universitário Max PlanckBrazil,5150,16.0,0%,61 : 39
1896,Reporter,CES UniversityColombia,6348,13.5,3%,70 : 30
1897,Reporter,César Ritz Colleges SwitzerlandSwitzerland,547,4.8,99%,49 : 51
1898,Reporter,CETYS UniversidadMexicoExplore,4960,9.6,13%,52 : 48
1899,Reporter,Chernihiv National University of TechnologyUkraine,5914,20.5,0%,42 : 58
1900,Reporter,University of ChichesterUnited Kingdom,4182,14.7,7%,62 : 38
1901,Reporter,Chitkara UniversityIndiaExplore,12895,15.5,3%,40 : 60
1902,Reporter,Christ University Bengaluru IndiaIndia,23637,20.2,2%,48 : 52
1903,Reporter,University of Civil ProtectionBelarus,743,3.6,12%,10 : 90
1904,Reporter,Coal City UniversityNigeria,461,4.8,0%,48 : 52
1905,Reporter,Conservatoire for Dance and DramaUnited Kingdom,941,10.2,35%,70 : 30
1906,Reporter,University of Constantine 3Algeria,14736,16.2,2%,73 : 27
1907,Reporter,Courtauld Institute of ArtUnited Kingdom,509,12.9,51%,82 : 18
1908,Reporter,Cranfield UniversityUnited Kingdom,3135,7.9,68%,30 : 70
1909,Reporter,University for the Creative ArtsUnited Kingdom,5344,18.8,35%,67 : 33
1910,Reporter,Cross River University of TechnologyNigeria,18915,40.2,0%,36 : 64
1911,Reporter,University of CumbriaUnited Kingdom,5275,15.8,10%,70 : 30
1912,Reporter,C.V. Raman Global UniversityIndia,6991,15.8,4%,29 : 71
1913,Reporter,Cyprus Health and Social Sciences UniversityNorthern Cyprus,2354,35.1,75%,45 : 55
1914,Reporter,Daffodil International University (DIU)Bangladesh,16157,21.1,3%,34 : 66
1915,Reporter,Debre Tabor UniversityEthiopia,8414,7.4,0%,41 : 59
1916,Reporter,Universidad del SinúColombia,4350,25.6,0%,57 : 43
1917,Reporter,Delta University for Science and TechnologyEgypt,8780,16.9,0%,48 : 52
1918,Reporter,Deraya UniversityEgypt,4275,18.9,0%,58 : 42
1919,Reporter,Derzhavin Tambov State UniversityRussian Federation,7985,15.1,33%,56 : 44
1920,Reporter,University for Development StudiesGhana,20674,33.9,1%,41 : 59
1921,Reporter,Dhaka International UniversityBangladesh,6033,29.9,8%,17 : 83
1922,Reporter,Dhofar UniversityOman,3122,17.8,6%,56 : 44
1923,Reporter,Dhonburi Rajabhat UniversityThailand,4210,16.1,1%,61 : 39
1924,Reporter,Dijlah UniversityIraq,8864,28.5,0%,43 : 57
1925,Reporter,University of DiyalaIraq,29461,17.9,0%,54 : 46
1926,Reporter,Doğuş UniversityTurkey,9149,30.2,1%,40 : 60
1927,Reporter,Donetsk National University of Economics and Trade named after Mykhailo Tuhan-Baranovsky (DonNUET)Ukraine,1068,18.4,2%,60 : 40
1928,Reporter,Dostoevsky Omsk State UniversityRussian Federation,7355,13.2,6%,63 : 37
1929,Reporter,Dr. M.G.R. Educational and Research InstituteIndia,23097,13.3,0%,32 : 68
1930,Reporter,University of DubaiUnited Arab Emirates,1147,27.3,24%,29 : 71
1931,Reporter,University of DuhokIraq,23662,13.5,0%,52 : 48
1932,Reporter,EAN UniversityColombia,10000,142.9,0%,
1933,Reporter,Ebonyi State UniversityNigeria,25204,27.5,0%,50 : 50
1934,Reporter,University of El OuedAlgeria,29028,33.1,0%,59 : 41
1935,Reporter,École Nationale PolytechniqueAlgeria,1489,8.7,0%,46 : 54
1936,Reporter,École Polytechnique d’Architecture et d’UrbanismeAlgeria,1371,10.1,0%,69 : 31
1937,Reporter,Academy of Economic Studies of MoldovaMoldova,5525,25.3,1%,53 : 47
1938,Reporter,Edo State University UzairueNigeria,1489,9.5,0%,52 : 48
1939,Reporter,"University of Education, LahorePakistan",27105,33.1,0%,51 : 49
1940,Reporter,Effat UniversitySaudi Arabia,1067,9.4,26%,99 : 1
1941,Reporter,Egerton UniversityKenya,20472,40.1,1%,43 : 57
1942,Reporter,Egyptian Russian UniversityEgypt,6237,13.6,2%,39 : 61
1943,Reporter,Egypt-Japan University of Science and Technology (E-JUST)Egypt,539,6.7,3%,33 : 67
1944,Reporter,"University of Engineering and Technology, MardanPakistan",1208,21.6,1%,5 : 95
1945,Reporter,ESICSpainExplore,6123,19.4,10%,46 : 54
1946,Reporter,Universidade Estadual de GoiásBrazil,19519,15.4,0%,66 : 34
1947,Reporter,European University CyprusCyprusExplore,5229,19.4,49%,58 : 42
1948,Reporter,European University of ValenciaSpain,2169,8.8,50%,58 : 42
1949,Reporter,"Evangel University, AkaezeNigeria",987,5.7,0%,47 : 53
1950,Reporter,Externado University of ColombiaColombia,12370,13.0,1%,58 : 42
1951,Reporter,Falmouth UniversityUnited Kingdom,4799,17.8,14%,57 : 43
1952,Reporter,Federal University GashuaNigeria,1091,3.3,0%,10 : 90
1953,Reporter,Federal University of KashereNigeria,10121,21.4,0%,30 : 70
1954,Reporter,Federal University of LafiaNigeria,12456,22.8,0%,40 : 60
1955,Reporter,Federal University of Latin American Integration (UNILA)Brazil,4774,11.8,31%,50 : 50
1956,Reporter,"Federal University of Petroleum Resources, EffurunNigeria",7313,39.7,0%,17 : 83
1957,Reporter,"Federal University of Technology, MinnaNigeria",24671,27.8,0%,25 : 75
1958,Reporter,"Federal University of Technology, OwerriNigeria",22610,18.7,0%,31 : 69
1959,Reporter,First Technical UniversityNigeria,2442,29.1,0%,29 : 71
1960,Reporter,Fountain UniversityNigeria,1420,18.9,0%,59 : 41
1961,Reporter,University of FrancaBrazil,50760,160.6,0%,57 : 43
1962,Reporter,Fukui Prefectural UniversityJapan,1772,10.9,1%,51 : 49
1963,Reporter,Fundação Oswaldo CruzBrazil,3699,,%,
1964,Reporter,Fundación Universitaria del Área AndinaColombia,40193,35.9,0%,60 : 40
1965,Reporter,Future University in EgyptEgypt,9066,10.7,10%,43 : 57
1966,Reporter,General Sir John Kotelawala Defence UniversitySri Lanka,5136,21.0,2%,48 : 52
1967,Reporter,Ghulam Ishaq Khan Institute of Engineering Sciences and TechnologyPakistan,2046,20.5,0%,10 : 90
1968,Reporter,GLA UniversityIndia,9680,17.2,0%,27 : 73
1969,Reporter,Glasgow School of ArtUnited Kingdom,2238,16.1,44%,67 : 33
1970,Reporter,University of GloucestershireUnited Kingdom,6607,17.2,11%,60 : 40
1971,Reporter,Gomel State Medical UniversityBelarus,3642,8.5,20%,66 : 34
1972,Reporter,Government College Women University FaisalabadPakistan,14424,56.3,0%,100 : 0
1973,Reporter,"Government College Women University, SialkotPakistan",7023,34.8,0%,100 : 0
1974,Reporter,"The Graduate University for Advanced Studies, SOKENDAIJapan",506,0.4,31%,29 : 71
1975,Reporter,Greenwich UniversityPakistan,1261,15.6,3%,35 : 65
1976,Reporter,Gregory University UturuNigeria,2025,7.3,0%,62 : 38
1977,Reporter,Grodno State Medical UniversityBelarus,4700,8.4,26%,71 : 29
1978,Reporter,Guildhall School of Music and DramaUnited Kingdom,997,5.2,34%,50 : 50
1979,Reporter,Gulf CollegeOman,2780,27.5,3%,40 : 60
1980,Reporter,Harper Adams UniversityUnited Kingdom,2197,13.4,11%,58 : 42
1981,Reporter,Hartpury UniversityUnited Kingdom,1657,23.7,10%,64 : 36
1982,Reporter,Hassiba Benbouali University of ChlefAlgeria,30121,22.3,1%,71 : 29
1983,Reporter,Hawler Medical UniversityIraq,4152,7.2,1%,63 : 37
1984,Reporter,University of Health and Allied SciencesGhana,6445,23.5,0%,62 : 38
1985,Reporter,"University of Health Sciences, TurkeyTurkey",21322,9.0,5%,34 : 66
1986,Reporter,University of the Highlands and IslandsUnited Kingdom,7201,134.3,12%,61 : 39
1987,Reporter,Hindustan Institute of Technology and ScienceIndia,6033,12.1,1%,36 : 64
1988,Reporter,Hiroshima Shudo UniversityJapan,4776,16.6,0%,39 : 61
1989,Reporter,Hiroshima Institute of TechnologyJapan,4628,25.4,0%,10 : 90
1990,Reporter,Hitotsubashi UniversityJapan,6212,17.0,15%,32 : 68
1991,Reporter,Huachiew Chalermprakiet UniversityThailand,7297,16.0,7%,79 : 21
1992,Reporter,University of Human DevelopmentIraq,2583,17.1,3%,49 : 51
1993,Reporter,Hyogo University of Teacher EducationJapan,1161,8.0,2%,68 : 32
1994,Reporter,IFHE HyderabadIndia,6931,20.3,0%,39 : 61
1995,Reporter,Ignatius Ajuru University of EducationNigeria,29785,75.2,0%,49 : 51
1996,Reporter,Ilma UniversityPakistan,4107,22.4,0%,21 : 79
1997,Reporter,IMT Mines AlèsFrance,1425,12.8,15%,31 : 69
1998,Reporter,Indira Gandhi Delhi Technical University for WomenIndia,3673,53.2,0%,100 : 0
1999,Reporter,Innopolis UniversityRussian Federation,823,15.8,32%,16 : 84
2000,Reporter,Institute of Cancer ResearchUnited Kingdom,196,2.8,33%,62 : 38
2001,Reporter,International Christian UniversityJapan,2913,12.6,11%,61 : 39
2002,Reporter,International University of RabatMorocco,5830,33.3,2%,51 : 49
2003,Reporter,Ionian UniversityGreece,8169,41.9,3%,53 : 47
2004,Reporter,Ion Mincu University of Architecture and UrbanismRomania,3173,12.8,4%,71 : 29
2005,Reporter,Islamia College PeshawarPakistan,6732,25.5,3%,27 : 73
2006,Reporter,The Islamic UniversityIraq,4152,9.1,2%,70 : 30
2007,Reporter,Islamic University of GazaPalestine,17058,47.0,1%,60 : 40
2008,Reporter,Islamic University of MadinahSaudi Arabia,11703,7.7,75%,4 : 96
2009,Reporter,Isra UniversityJordan,4864,19.6,18%,54 : 46
2010,Reporter,Israel Technological UniversityEcuador,3070,34.9,1%,42 : 58
2011,Reporter,Istanbul Aydın UniversityTurkey,27826,27.9,13%,51 : 49
2012,Reporter,Istanbul Gelişim UniversityTurkey,18774,23.4,15%,46 : 54
2013,Reporter,IUBAT – International University of Business Agriculture and TechnologyBangladesh,6435,22.1,1%,30 : 70
2014,Reporter,Universita IULMItalyExplore,7841,15.9,7%,72 : 28
2015,Reporter,Ivanovo State UniversityRussian Federation,2990,15.2,14%,66 : 34
2016,Reporter,Jabir ibn Hayyan Medical UniversityIraq,1532,16.1,0%,58 : 42
2017,Reporter,Japan Advanced Institute of Science and Technology (JAIST)Japan,1218,7.8,42%,23 : 77
2018,Reporter,Jashore University of Science and TechnologyBangladesh,4741,20.1,0%,30 : 70
2019,Reporter,Jerash Private UniversityJordan,3362,18.0,31%,38 : 62
2020,Reporter,University of JijelAlgeria,21228,20.2,0%,63 : 37
2021,Reporter,University of JosNigeria,37885,23.4,0%,45 : 55
2022,Reporter,Kabardino-Balkarian State UniversityRussian Federation,11201,19.6,13%,54 : 46
2023,Reporter,Kamianets-Podіlskyi Ivan Ohiienko National UniversityUkraine,2944,7.8,0%,64 : 36
2024,Reporter,Kampala International UniversityUganda,23800,7.0,30%,45 : 55
2025,Reporter,Karaganda Economic University of KazpotrebsouzKazakhstan,5076,13.3,1%,59 : 41
2026,Reporter,Karshi State UniversityUzbekistan,13909,21.0,0%,63 : 37
2027,Reporter,Kastamonu UniversityTurkey,17597,41.0,15%,45 : 55
2028,Reporter,Kazakh National Pedagogical University AbaiKazakhstan,13479,12.6,2%,61 : 39
2029,Reporter,Kazan State Power Engineering UniversityRussian Federation,9440,24.6,3%,33 : 67
2030,Reporter,University of KelaniyaSri Lanka,17082,17.1,3%,65 : 35
2031,Reporter,University of KerbalaIraq,20327,16.5,0%,55 : 45
2032,Reporter,Kermanshah University of TechnologyIran,2251,13.6,0%,38 : 62
2033,Reporter,Kharkiv University of Humanities “People’s Ukrainian Academy”Ukraine,455,5.5,1%,81 : 19
2034,Reporter,Khazar UniversityAzerbaijan,2610,11.3,7%,54 : 46
2035,Reporter,Khomein University of Medical SciencesIran,782,31.3,0%,48 : 52
2036,Reporter,Khulna UniversityBangladesh,5921,11.8,0%,41 : 59
2037,Reporter,Khwaja Fareed University of Engineering and Information TechnologyPakistan,10713,21.6,0%,41 : 59
2038,Reporter,Khyber Medical UniversityPakistan,4364,16.5,3%,40 : 60
2039,Reporter,Kings UniversityNigeria,132,3.3,0%,42 : 58
2040,Reporter,University of KirkukIraq,22867,24.8,0%,52 : 48
2041,Reporter,Kitami Institute of TechnologyJapan,1965,14.1,4%,13 : 87
2042,Reporter,Kobe City University of Foreign StudiesJapan,2287,15.3,4%,67 : 33
2043,Reporter,Kobe Gakuin UniversityJapan,11557,34.3,2%,38 : 62
2044,Reporter,Kocaeli Health and Technology UniversityTurkey,2784,31.6,4%,66 : 34
2045,Reporter,Kokshetau State UniversityKazakhstan,7047,11.3,5%,65 : 35
2046,Reporter,Konan Women’s UniversityJapan,4416,24.7,1%,100 : 0
2047,Reporter,Konya Technical UniversityTurkey,13016,30.1,4%,26 : 74
2048,Reporter,KTO Karatay UniversityTurkey,8370,26.2,3%,58 : 42
2049,Reporter,Kyiv National Economic UniversityUkraine,10585,9.4,2%,61 : 39
2050,Reporter,Kyoai Gakuen UniversityJapan,1089,19.4,4%,66 : 34
2051,Reporter,Kyrgyz-Turkish Manas UniversityKyrgyzstan,5448,14.5,17%,72 : 28
2052,Reporter,University of LaghouatAlgeria,34345,35.2,0%,51 : 49
2053,Reporter,Lagos State UniversityNigeria,28289,37.1,0%,50 : 50
2054,Reporter,University of LampungIndonesia,25782,19.9,0%,50 : 50
2055,Reporter,Landmark UniversityNigeria,3429,13.4,0%,34 : 66
2056,Reporter,La Salle UniversityColombia,9869,20.1,1%,55 : 45
2057,Reporter,University of Las Américas (UDLA)Ecuador,12767,13.7,1%,54 : 46
2058,Reporter,Leeds Arts UniversityUnited Kingdom,2064,15.5,12%,76 : 24
2059,Reporter,Leeds ConservatoireUnited Kingdom,1262,20.0,12%,33 : 67
2060,Reporter,Leeds Trinity UniversityUnited Kingdom,3230,24.4,9%,65 : 35
2061,Reporter,Lesya Ukrainka Eastern European National UniversityUkraine,8039,10.1,1%,68 : 32
2062,Reporter,University of Liberal Arts BangladeshBangladesh,4475,20.2,0%,49 : 51
2063,Reporter,Liverpool Hope UniversityUnited Kingdom,4025,15.2,13%,67 : 33
2064,Reporter,Liverpool Institute for Performing ArtsUnited Kingdom,867,18.0,23%,57 : 43
2065,Reporter,Liverpool School of Tropical MedicineUnited Kingdom,210,2.2,39%,65 : 35
2066,Reporter,The LNM Institute of Information TechnologyIndia,2136,22.3,0%,17 : 83
2067,Reporter,Loei Rajabhat UniversityThailand,7433,19.6,0%,70 : 30
2068,Reporter,London Business SchoolUnited Kingdom,1994,18.1,91%,38 : 62
2069,Reporter,London School of Hygiene and Tropical MedicineUnited Kingdom,827,1.8,62%,70 : 30
2070,Reporter,London Metropolitan UniversityUnited Kingdom,8258,21.6,45%,66 : 34
2071,Reporter,University of Los LagosChile,5567,16.6,0%,58 : 42
2072,Reporter,Universidad LoyolaSpain,3319,13.3,4%,65 : 35
2073,Reporter,Malawi University of Science and Technology (MUST)Malawi,2356,12.3,0%,28 : 72
2074,Reporter,Management Development Institute (MDI)India,982,12.8,0%,21 : 79
2075,Reporter,Marian College Kuttikkanam (Autonomous)India,1755,17.0,0%,52 : 48
2076,Reporter,Maritime University of SzczecinPoland,2559,24.7,13%,26 : 74
2077,Reporter,University of MascaraAlgeria,21682,12.0,0%,61 : 39
2078,Reporter,Universidad MayorChile,20330,11.0,2%,57 : 43
2079,Reporter,University of MedellínColombia,9371,17.6,2%,54 : 46
2080,Reporter,Meikai UniversityJapan,4326,16.1,17%,43 : 57
2081,Reporter,Michael and Cecilia Ibru UniversityNigeria,405,6.9,0%,41 : 59
2082,Reporter,"Michael Okpara University of Agriculture, UmudikeNigeria",23198,21.7,0%,41 : 59
2083,Reporter,Middle Technical UniversityIraq,37101,26.7,0%,45 : 55
2084,Reporter,Mindanao State University – Iligan Institute of TechnologyPhilippines,9348,18.6,0%,60 : 40
2085,Reporter,MIOTI Tech and Business SchoolSpain,115,38.3,9%,31 : 69
2086,Reporter,Mirpur University of Science and TechnologyPakistan,7544,19.8,0%,44 : 56
2087,Reporter,University of MisanIraq,11855,15.0,0%,51 : 49
2088,Reporter,Misr University for Science and TechnologyEgypt,24742,18.8,6%,47 : 53
2089,Reporter,Mahatma Jyotiba Phule Rohilkhand UniversityIndia,3999,20.1,0%,31 : 69
2090,Reporter,M. Kumarasamy College of EngineeringIndia,3772,11.7,0%,27 : 73
2091,Reporter,"MNS University of Agriculture, MultanPakistan",3266,23.5,0%,22 : 78
2092,Reporter,Modern University for Business and ScienceLebanon,1896,16.9,31%,47 : 53
2093,Reporter,Université Mohamed El Bachir El Ibrahimi de Bordj Bou ArréridjAlgeria,18000,30.9,0%,100 : 0
2094,Reporter,Universidad MonteávilaVenezuela,1054,5.7,0%,71 : 29
2095,Reporter,University of MonterreyMexico,10814,31.2,1%,61 : 39
2096,Reporter,Moscow Pedagogical State UniversityRussian Federation,16779,18.7,13%,74 : 26
2097,Reporter,Moscow State University of Food ProductionRussian Federation,5103,9.4,9%,59 : 41
2098,Reporter,Moscow State Linguistic UniversityRussian Federation,6173,6.5,7%,74 : 26
2099,Reporter,October University for Modern Sciences and Arts (MSA)Egypt,12444,11.4,2%,50 : 50
2100,Reporter,Muban Chombueng Rajabhat UniversityThailand,4951,17.9,0%,62 : 38
2101,Reporter,Mukogawa Women’s UniversityJapan,8394,26.4,0%,100 : 0
2102,Reporter,Mulungushi UniversityZambia,6988,54.6,0%,41 : 59
2103,Reporter,Mutah UniversityJordan,11486,16.1,15%,46 : 54
2104,Reporter,Universidad Nacional de ChimborazoEcuador,8478,14.7,1%,57 : 43
2105,Reporter,Universidad Nacional de ItapúaParaguay,5595,5.3,0%,59 : 41
2106,Reporter,Nagoya University of Commerce & BusinessJapan,3549,29.9,8%,25 : 75
2107,Reporter,Najran UniversitySaudi Arabia,17967,16.9,1%,69 : 31
2108,Reporter,Nakhchivan State UniversityAzerbaijan,7620,14.1,20%,46 : 54
2109,Reporter,Namangan Engineering Construction InstituteUzbekistan,3881,11.8,0%,18 : 82
2110,Reporter,Namangan Institute of Engineering and TechnologyUzbekistan,5784,18.1,0%,21 : 79
2111,Reporter,Namangan State UniversityUzbekistan,20636,31.9,0%,66 : 34
2112,Reporter,Nara Institute of Science and TechnologyJapan,1043,5.1,24%,23 : 77
2113,Reporter,Nara Women’s UniversityJapan,2612,6.2,5%,100 : 0
